event_id,timestamp_utc,country,region,city,site_code,latitude,longitude,agent_id,agent_rank,agent_clearance,team_id,operation_id,operation_codename,operation_type,target_sector,target_importance_score,target_risk_level,intel_source_primary,intel_source_secondary,intel_confidence_score,threat_score_overall,threat_financial,threat_cyber,threat_physical,money_moved_usd,records_exfiltrated,compromised_accounts,channel_email,channel_phone,channel_darknet,channel_field_meet,status,triage_priority,requires_manual_review,escalated_to_level,false_positive_flag,model_version,notes_short,feature_01,feature_02,feature_03,feature_04,feature_05,feature_06,feature_07,feature_08,feature_09,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60
EVT-0008709,2024-02-01 19:00:24,PL,EU-EAST,Warsaw,PL-586,51.56177,21.79266,AG-4244,ANALYST,TOP_SECRET,T-030,OP-2025-008709,SPECTRUM-438,INSIDER_TRADING,Government,2,MEDIUM,OSINT,CYBINT,72,59,59,64,53,290204,3338,99,Y,N,Y,N,NEW,P3,N,0,N,aurora-1.0,incomplete metadata,55.55,56.31,61.77,39.09,71.61,44.56,62.47,68.26,64.09,46.33,31.97,24.58,34.55,29.63,25.06,23.74,29.45,35.8,31.26,27.96,36.66,27.17,32.1,33.67,30.54,29.27,36.1,27.07,34.6,36.59,66.3,41.39,66.11,45.7,45.09,55.9,52.22,49.84,39.34,63.79,20.72,13.44,60.95,6.92,44.54,45.36,18.05,11.97,34.47,56.78,16.1,22.94,32.63,11.76,47.36,42.76,21.81,25.73,0,1.68
EVT-0008710,2024-09-23 07:36:02,PL,EU-EAST,Warsaw,PL-276,51.56225,21.48172,AG-9906,JUNIOR,CONFIDENTIAL,T-005,OP-2025-008710,PHOENIX-705,INSIDER_TRADING,Healthcare,1,HIGH,HUMINT,OSINT,36,66,67,78,50,329828,2793,137,Y,N,N,N,IN_REVIEW,P2,Y,3,N,aurora-1.2,anomaly detected,79.5,72.16,51.48,59.58,60.01,61.66,67.89,73.82,70.13,52.88,32.67,26.01,27.83,36.45,32.79,35.68,31.95,34.04,43.09,31.76,27.82,24.95,31.05,26.27,26.84,30.8,35.06,31.22,23.29,21.58,89.74,86.19,86.73,92.49,77.25,94.05,73.2,100,100,84.11,40.31,17.06,22.87,18.04,7.38,20.65,43.55,60.88,63.14,0.92,71.86,35.21,20.61,39.61,18.93,0,67.27,20.29,10.06,61.35
EVT-0008711,2024-06-20 09:23:54,RU,EU-EAST,Moscow,RU-551,54.86389,38.62934,AG-4058,SENIOR,CONFIDENTIAL,T-025,OP-2025-008711,DEEPBLUE-388,CYBER_INTRUSION,Energy,5,MEDIUM,OSINT,SIGINT,71,47,44,52,42,202512,2985,85,N,N,N,N,CLOSED,P3,N,1,N,aurora-1.1,incomplete metadata,36.04,42.99,60.74,44.33,45.52,42.28,52.14,40.5,50.56,44.34,13.54,26.74,19.66,16.38,23.89,16.86,29.29,13.32,20.74,17.24,38.49,24.76,27.56,36.51,28.58,28.81,32.0,22.11,35.63,32.0,89.49,79.33,94.9,79.65,89.57,89.74,72.97,81.09,73.48,82.61,61.3,7.62,52.38,38.55,23.71,29.22,23.67,59.37,21.05,51.0,47.75,36.14,18.06,40.25,1.91,40.79,39.01,47.31,35.29,22.57
EVT-0008712,2024-06-19 04:35:38,DE,EU-CENTRAL,Berlin,DE-815,53.2347,12.21744,AG-8037,HQ,CONFIDENTIAL,T-002,OP-2025-008712,NIGHTFALL-520,ESPIONAGE,Energy,1,LOW,SIGINT,CYBINT,49,38,32,42,38,220155,2696,87,N,Y,N,N,NEW,P3,N,0,N,aurora-1.2,source reliability downgraded,40.21,43.66,42.16,30.88,41.48,36.03,26.9,43.76,52.84,51.01,20.16,24.86,20.76,21.41,21.39,21.58,14.5,16.45,18.6,26.24,25.48,27.51,29.59,26.62,26.35,25.35,22.86,30.52,20.42,31.25,67.05,49.82,51.46,55.32,34.6,58.78,36.21,61.11,45.51,45.47,27.66,0,0,34.46,13.35,0,49.59,20.91,0,46.12,30.2,52.71,64.11,24.69,5.38,30.92,18.76,0,7.77,7.44
EVT-0008713,2024-07-14 19:19:59,PL,EU-EAST,Warsaw,PL-290,51.84297,21.85285,AG-9575,HQ,SECRET,T-019,OP-2025-008713,NIGHTFALL-058,CYBER_INTRUSION,Defense,5,MEDIUM,CYBINT,OSINT,50,51,52,49,52,277168,1910,84,Y,N,Y,N,NEW,P3,N,1,N,aurora-1.1,incomplete metadata,58.58,42.99,49.98,41.28,32.62,59.69,37.75,44.03,50.5,42.72,30.55,24.73,22.46,23.12,29.46,25.79,32.5,22.67,27.84,26.43,22.02,15.26,15.07,22.13,17.57,27.16,19.11,15.27,17.85,13.46,77.01,87.57,79.41,88.29,80.15,78.19,95.78,87.28,78.46,70.71,34.17,32.48,0,24.34,14.26,77.75,10.38,5.05,42.8,10.73,5.12,10.26,15.3,42.6,0,0,75.85,0,44.1,24.95
EVT-0008714,2024-01-02 18:02:58,CZ,EU-CENTRAL,Prague,CZ-829,49.5276,15.17608,AG-4839,FIELD,SECRET,T-039,OP-2025-008714,AURORA-274,MONEY_LAUNDERING,Defense,9,CRITICAL,OSINT,SIGINT,75,31,32,41,17,161823,1236,70,N,Y,Y,N,CONFIRMED,P1,Y,2,N,aurora-1.1,incomplete metadata,34.7,20.1,34.72,33.64,38.08,22.9,33.41,11.83,37.61,25.71,20.18,9.42,19.8,25.79,15.74,21.6,21.41,8.89,23.12,23.25,10.95,13.04,16.56,8.22,9.95,18.46,17.47,11.63,14.81,12.68,100,100,100,100,100,100,100,100,100,100,0,36.72,0,36.45,46.64,12.64,0,0,0,10.64,26.35,32.11,0,12.91,30.44,0,27.74,31.12,3.1,0
EVT-0008715,2024-02-03 15:35:58,GB,EU-WEST,London,GB-867,50.81803,-0.7222,AG-8479,JUNIOR,CONFIDENTIAL,T-002,OP-2025-008715,PHOENIX-556,ESPIONAGE,Healthcare,8,MEDIUM,CYBINT,HUMINT,47,55,49,72,39,285052,2759,101,N,N,N,N,NEW,P3,N,0,N,aurora-2.0,anomaly detected,69.59,60.84,52.33,62.98,63.46,55.17,46.68,47.76,58.68,51.72,30.8,19.89,26.45,24.08,32.8,25.41,30.86,28.37,29.72,29.63,24.28,27.64,28.31,27.76,35.79,25.38,30.37,36.34,29.61,18.03,99.39,97.31,100,96.34,95.2,87.74,93.84,98.75,100,100,3.01,0,0.76,40.12,18.54,35.73,3.5,56.85,33.15,37.42,4.72,7.78,66.46,2.74,42.76,44.16,52.48,21.24,34.32,26.2
EVT-0008716,2024-09-13 13:28:57,RU,EU-EAST,Moscow,RU-500,54.69279,37.99347,AG-9219,ANALYST,TOP_SECRET,T-039,OP-2025-008716,SPECTRUM-740,MONEY_LAUNDERING,Finance,7,MEDIUM,FININT,SIGINT,61,49,56,44,48,257987,2329,73,Y,N,N,Y,IN_REVIEW,P3,N,0,N,aurora-1.0,manual verification pending,34.46,59.0,68.05,38.97,49.81,56.85,52.36,27.22,48.26,60.23,26.54,29.84,36.16,32.5,22.69,21.34,29.44,27.41,19.55,23.81,24.45,26.61,10.91,19.9,28.98,26.97,16.59,23.53,17.11,24.47,85.87,100,100,89.48,86.07,74.51,81.33,100,100,99.11,38.26,21.3,49.44,15.33,17.58,40.2,19.84,40.38,39.73,74.53,59.93,11.66,45.81,0,13.01,53.17,52.72,24.55,49.61,19.88
EVT-0008717,2024-06-14 16:21:58,SK,EU-CENTRAL,Bratislava,SK-220,47.39283,18.16521,AG-7189,ANALYST,SECRET,T-016,OP-2025-008717,SPECTRUM-390,MONEY_LAUNDERING,Healthcare,6,MEDIUM,OSINT,SIGINT,79,46,54,49,32,193094,2585,60,N,Y,Y,N,NEW,P3,N,1,N,aurora-2.0,incomplete metadata,33.9,48.68,62.39,53.31,34.57,44.74,62.93,50.74,54.59,40.37,22.28,9.36,11.82,14.76,16.72,13.7,19.26,17.6,18.04,17.58,20.35,25.26,30.35,27.86,28.39,21.7,29.95,31.08,19.76,20.27,96.26,91.0,87.01,85.81,87.54,92.8,78.14,76.91,90.21,95.0,0,10.0,30.36,14.82,22.99,47.81,0.73,13.08,0,4.67,41.5,14.16,51.97,32.37,0,39.93,1.76,15.88,0,40.36
EVT-0008718,2024-03-05 22:14:00,CZ,EU-CENTRAL,Prague,CZ-527,49.21723,12.69941,AG-3384,ANALYST,TOP_SECRET,T-003,OP-2025-008718,MIRAGE-874,RANSOMWARE,Energy,1,HIGH,HUMINT,SIGINT,83,74,63,82,74,393369,2624,161,Y,Y,N,Y,NEW,P2,N,0,N,aurora-1.1,pattern matches known cluster,83.83,76.91,78.62,63.73,66.55,92.39,46.04,82.65,76.84,78.32,41.62,45.82,30.58,34.96,41.15,32.99,39.16,36.77,30.5,41.32,23.97,23.4,32.57,25.24,34.4,34.47,29.46,28.12,20.05,28.71,78.22,84.1,93.35,77.81,89.42,77.44,87.58,81.78,100,91.73,23.47,13.41,20.42,27.94,25.0,48.26,48.28,28.22,37.32,78.18,30.25,61.52,0.78,73.14,62.37,28.71,37.36,29.0,76.68,38.54
EVT-0008719,2024-12-27 16:21:07,SK,EU-CENTRAL,Bratislava,SK-338,48.64886,17.15256,AG-2838,SENIOR,CONFIDENTIAL,T-040,OP-2025-008719,AURORA-569,INSIDER_TRADING,Energy,9,CRITICAL,SIGINT,FININT,51,67,81,66,54,363246,2390,142,N,N,N,N,NEW,P1,Y,2,N,aurora-1.1,pattern matches known cluster,57.46,71.51,61.94,71.59,68.26,61.92,39.44,76.29,70.43,83.28,37.33,41.44,39.28,38.03,37.99,35.89,32.16,41.98,38.74,30.92,20.51,20.72,20.57,20.57,28.82,30.81,19.15,27.99,29.46,16.7,100,100,100,100,100,100,100,100,100,100,28.15,59.55,31.89,41.41,51.26,0,28.6,81.3,45.31,39.21,54.25,48.04,17.4,24.24,41.72,45.3,40.88,52.63,31.35,27.0
EVT-0008720,2024-03-25 20:22:20,PL,EU-EAST,Warsaw,PL-798,52.60715,19.34733,AG-6377,HQ,SECRET,T-005,OP-2025-008720,AURORA-408,MONEY_LAUNDERING,Energy,1,MEDIUM,FININT,CYBINT,17,60,64,54,64,268621,3486,135,Y,N,N,Y,NEW,P3,N,1,N,aurora-1.2,source reliability downgraded,51.02,38.94,41.49,76.48,71.72,66.6,68.3,57.82,58.22,65.65,29.23,29.44,36.65,14.59,31.92,29.79,32.2,22.81,17.8,23.64,32.79,37.08,33.62,37.79,47.37,34.4,31.22,25.68,40.66,37.24,43.16,42.26,39.94,52.53,52.85,44.19,41.32,52.26,47.88,48.31,16.69,54.4,45.69,32.36,3.13,24.26,41.34,28.74,41.84,37.39,51.93,22.42,9.18,28.94,25.89,20.2,65.78,37.69,5.05,67.2
EVT-0008721,2024-12-27 09:41:24,FR,EU-WEST,Paris,FR-872,49.77677,2.8997,AG-7846,HQ,SECRET,T-006,OP-2025-008721,MIRAGE-425,CYBER_INTRUSION,Energy,8,HIGH,FININT,OSINT,44,69,80,64,67,340712,3084,120,Y,N,N,N,CLOSED,P2,Y,1,N,aurora-1.1,incomplete metadata,80.61,67.96,82.74,71.85,67.84,74.64,56.05,68.79,72.59,54.63,31.43,18.55,36.22,34.85,36.43,27.35,36.59,35.24,36.07,31.65,36.49,28.47,35.64,29.29,29.65,36.79,32.09,31.8,39.27,25.81,100,100,100,100,100,100,100,100,100,100,31.05,23.85,13.31,17.4,84.73,54.79,41.29,24.97,31.21,53.87,48.25,2.11,49.77,62.46,39.95,4.46,65.81,7.15,0,27.53
EVT-0008722,2024-08-29 23:37:04,SK,EU-CENTRAL,Bratislava,SK-247,47.42791,17.10577,AG-1586,ANALYST,SECRET,T-027,OP-2025-008722,NIGHTFALL-731,INSIDER_TRADING,Telecom,7,LOW,HUMINT,OSINT,40,18,38,4,18,77004,491,13,Y,Y,Y,N,IN_REVIEW,P3,N,1,N,aurora-1.1,possible duplicate event,11.75,19.41,24.62,23.69,3.6,24.29,23.17,13.85,35.49,11.23,13.17,2.19,3.91,0.57,0.98,11.45,9.84,2.13,2.77,0,0,2.8,3.91,10.66,9.46,3.64,7.53,8.26,0,7.03,91.91,100,100,100,100,100,100,93.77,100,79.88,0,0.98,0,29.23,0,47.58,0,0,15.99,0,0,32.37,0,0,10.38,13.52,0,6.14,7.34,38.05
EVT-0008723,2024-12-23 09:49:11,US,US-EAST,New York,US-991,40.10028,-73.42307,AG-2059,HQ,TOP_SECRET,T-026,OP-2025-008723,DEEPBLUE-460,RANSOMWARE,Energy,3,MEDIUM,FININT,HUMINT,96,42,49,59,13,185295,2145,124,N,N,Y,N,NEW,P3,N,1,N,aurora-2.0,manual verification pending,45.22,27.33,54.1,44.1,28.2,44.32,49.66,35.27,42.32,51.31,9.46,20.3,18.19,7.38,26.06,16.66,21.17,22.1,12.4,16.4,19.97,13.02,27.73,23.38,21.96,28.15,25.52,21.11,21.13,15.61,79.86,82.92,66.96,70.12,58.95,52.33,56.1,66.16,61.42,71.43,0,30.98,54.84,36.74,31.97,33.29,18.55,8.05,0,49.29,16.76,0,35.92,23.39,66.03,0,39.28,40.88,44.12,0
EVT-0008724,2024-12-27 22:26:36,CN,ASIA-PAC,Beijing,CN-203,40.52198,117.26761,AG-7259,SENIOR,SECRET,T-026,OP-2025-008724,SPECTRUM-903,RANSOMWARE,Telecom,9,CRITICAL,OSINT,FININT,56,85,98,95,59,407931,4296,163,N,Y,Y,N,IN_REVIEW,P1,Y,1,N,aurora-1.2,source reliability downgraded,85.44,89.34,76.74,80.88,94.5,95.36,92.25,91.65,63.28,92.12,45.96,38.07,39.75,33.63,37.2,42.84,47.24,43.0,41.94,41.23,46.64,41.95,42.42,38.24,39.8,44.09,45.57,35.77,40.52,44.48,100,100,100,100,100,100,100,100,100,100,54.12,13.07,8.17,43.61,38.42,29.56,61.32,29.66,67.93,62.76,50.41,18.12,37.44,0,16.83,68.97,65.05,34.83,15.41,54.36
EVT-0008725,2024-04-07 02:41:02,GB,EU-WEST,London,GB-493,51.33465,1.20818,AG-5876,ANALYST,TOP_SECRET,T-030,OP-2025-008725,SPECTRUM-288,RANSOMWARE,Energy,4,HIGH,OSINT,HUMINT,60,70,74,80,53,340600,3447,105,N,Y,N,Y,NEW,P2,Y,2,N,aurora-1.1,source reliability downgraded,72.71,70.57,86.29,64.09,79.83,57.22,87.13,77.99,60.7,71.3,33.78,40.29,35.61,39.57,32.08,37.52,41.52,36.67,32.65,31.63,31.55,34.94,34.5,31.77,34.8,38.36,39.99,31.27,37.9,31.2,100,92.28,99.87,100,100,100,100,100,100,94.81,49.03,69.87,12.08,27.88,20.02,0,65.33,18.44,33.77,11.54,39.52,51.24,23.27,55.42,32.28,30.55,9.67,38.21,34.02,18.13
EVT-0008726,2024-10-12 19:19:02,RU,EU-EAST,Moscow,RU-174,55.74246,35.94704,AG-6242,JUNIOR,CONFIDENTIAL,T-035,OP-2025-008726,MIRAGE-053,RANSOMWARE,Finance,7,MEDIUM,FININT,OSINT,37,52,48,47,62,279767,2798,118,Y,N,N,N,IN_REVIEW,P3,N,0,N,aurora-1.2,possible duplicate event,67.1,54.97,51.53,62.4,41.34,53.67,55.55,52.67,34.57,30.31,26.23,26.82,29.02,37.75,34.65,14.32,24.23,26.2,32.12,21.36,28.51,27.76,28.79,22.71,30.33,26.32,21.66,30.35,26.64,17.48,100,94.08,96.22,88.56,100,92.46,100,100,83.43,100,31.43,32.23,19.34,4.11,58.23,46.74,26.83,47.77,13.4,58.16,34.02,0,7.78,48.9,24.77,21.44,4.59,38.26,5.56,31.86
EVT-0008727,2024-03-22 16:08:32,RU,EU-EAST,Moscow,RU-896,55.10815,37.40049,AG-2404,JUNIOR,TOP_SECRET,T-032,OP-2025-008727,DEEPBLUE-136,INSIDER_TRADING,Education,1,MEDIUM,CYBINT,FININT,46,43,44,42,44,213607,1903,87,Y,Y,Y,N,IN_REVIEW,P3,N,0,N,aurora-1.0,source reliability downgraded,39.28,44.05,62.12,43.01,46.65,48.53,51.93,57.93,44.31,33.69,26.75,20.08,29.4,15.32,21.08,16.27,18.72,27.46,21.28,20.04,27.99,18.82,21.79,21.08,14.51,18.88,15.45,23.8,19.84,22.12,45.48,54.3,37.26,52.29,49.51,56.21,42.15,45.98,48.87,59.93,53.04,17.17,0,1.1,22.5,17.75,0,28.06,18.13,18.28,34.83,14.76,62.52,0,0,0,12.31,30.59,19.78,1.33
EVT-0008728,2024-01-26 07:26:57,FR,EU-WEST,Paris,FR-148,49.39798,2.55188,AG-4132,FIELD,SECRET,T-016,OP-2025-008728,MIRAGE-219,ESPIONAGE,Government,10,CRITICAL,CYBINT,OSINT,81,68,79,60,69,318902,3736,123,Y,N,Y,Y,CONFIRMED,P1,N,1,N,aurora-1.0,manual verification pending,59.4,87.24,68.31,73.52,50.98,65.91,65.7,90.08,78.65,84.46,28.88,25.75,31.42,21.61,36.49,21.99,24.89,30.96,33.09,34.12,38.47,37.04,32.85,37.93,32.57,40.22,27.45,44.58,32.74,31.43,100,100,100,100,100,100,100,100,100,100,31.1,44.96,41.43,43.69,60.09,18.35,34.26,39.33,22.96,40.01,32.3,63.57,25.87,70.69,27.77,28.48,30.71,62.08,31.15,45.22
EVT-0008729,2024-09-20 08:59:26,US,US-EAST,New York,US-482,41.06717,-72.56977,AG-9698,SENIOR,SECRET,T-030,OP-2025-008729,PHOENIX-923,CYBER_INTRUSION,Energy,2,MEDIUM,OSINT,CYBINT,74,41,53,29,44,212514,1679,76,N,N,Y,N,DISMISSED,P3,N,1,Y,aurora-1.2,manual verification pending,46.34,37.59,42.6,25.61,31.73,39.77,37.18,33.94,44.46,40.96,19.19,15.44,25.53,22.17,26.54,19.29,25.51,16.15,14.59,15.22,15.97,15.33,20.87,18.7,17.35,18.55,19.74,27.13,17.04,8.66,57.14,56.07,64.35,59.09,63.1,67.28,64.29,66.27,60.98,64.77,6.39,0,39.11,44.0,38.46,0,19.72,13.39,8.75,41.29,7.12,10.71,0,6.8,25.59,38.79,49.37,24.62,17.88,41.81
EVT-0008730,2024-06-24 10:30:19,US,US-EAST,New York,US-145,41.45554,-74.42294,AG-6687,ANALYST,CONFIDENTIAL,T-003,OP-2025-008730,PHOENIX-813,RANSOMWARE,Finance,7,MEDIUM,FININT,HUMINT,36,46,43,58,35,231367,2690,80,Y,Y,N,N,IN_REVIEW,P3,N,1,N,aurora-1.0,cross-border activity detected,57.79,37.31,66.56,20.46,51.48,61.96,31.56,52.77,42.55,63.79,29.3,26.17,19.36,24.02,27.96,23.6,23.49,33.74,23.28,19.28,29.53,33.15,24.52,24.38,27.34,24.55,28.9,28.2,25.05,31.7,100,100,100,85.88,100,100,100,72.6,100,96.22,38.4,15.05,0.15,9.07,24.8,44.02,31.3,22.37,22.07,3.05,23.44,28.04,5.53,45.22,0,40.03,0,47.78,20.54,43.42
EVT-0008731,2024-05-17 23:14:20,CN,ASIA-PAC,Beijing,CN-974,40.7158,115.0141,AG-4570,JUNIOR,TOP_SECRET,T-021,OP-2025-008731,AURORA-048,ESPIONAGE,Finance,3,LOW,FININT,SIGINT,48,27,39,11,35,121108,927,108,N,N,N,N,IN_REVIEW,P3,N,1,N,aurora-1.2,anomaly detected,28.19,37.53,20.31,29.93,16.76,23.41,46.31,22.69,23.21,29.2,14.44,12.99,10.03,12.57,6.24,11.32,11.77,20.43,1.08,20.16,10.27,3.36,14.73,11.65,17.13,7.81,6.04,15.77,12.13,7.36,69.27,67.39,70.19,73.25,74.94,62.87,66.99,64.32,70.85,64.35,34.8,18.65,19.74,35.8,0.76,0,16.89,59.74,0,3.06,39.27,0,29.87,21.89,44.96,46.42,16.95,0,39.89,43.67
EVT-0008732,2024-02-01 19:59:06,GB,EU-WEST,London,GB-664,50.36491,-1.38854,AG-9401,FIELD,TOP_SECRET,T-004,OP-2025-008732,NIGHTFALL-652,ESPIONAGE,Logistics,1,MEDIUM,HUMINT,FININT,61,61,73,61,47,319677,2520,125,N,Y,N,N,NEW,P2,Y,0,N,aurora-2.0,source reliability downgraded,43.86,52.61,60.37,50.11,59.47,61.81,50.82,55.94,78.99,66.8,29.11,30.09,33.26,34.43,29.47,35.03,36.99,26.69,24.52,34.03,26.07,24.34,24.85,29.3,27.65,18.78,16.65,22.34,24.72,25.33,54.66,54.35,36.72,53.12,30.41,55.08,39.26,60.54,43.21,39.31,0,3.15,35.69,21.61,34.48,6.61,50.75,64.22,52.76,9.25,41.92,42.7,35.66,44.46,19.67,0,14.02,22.3,29.02,34.18
EVT-0008733,2024-08-22 10:56:41,SK,EU-CENTRAL,Bratislava,SK-771,48.54341,15.81739,AG-4843,SENIOR,CONFIDENTIAL,T-014,OP-2025-008733,PHOENIX-422,CYBER_INTRUSION,Education,1,MEDIUM,HUMINT,FININT,51,45,33,57,42,240512,1187,89,N,Y,N,Y,NEW,P3,N,0,N,aurora-1.0,possible duplicate event,31.78,30.75,46.31,34.3,40.11,37.08,48.26,57.55,59.57,51.6,27.52,24.94,25.7,32.63,26.75,26.35,26.48,18.94,21.62,20.32,3.86,10.26,17.84,6.56,21.07,16.42,10.99,14.86,2.96,11.1,58.21,41.82,44.15,32.71,46.39,17.93,49.8,59.26,44.74,43.82,69.36,0,70.14,25.62,0,11.84,15.5,13.64,38.54,45.83,37.04,3.69,19.89,15.0,9.68,0,24.49,9.71,15.82,36.82
EVT-0008734,2024-08-18 10:41:03,DE,EU-CENTRAL,Berlin,DE-668,52.80944,13.96293,AG-3891,FIELD,SECRET,T-010,OP-2025-008734,AURORA-053,CYBER_INTRUSION,Government,7,MEDIUM,SIGINT,OSINT,51,58,73,56,47,279582,2668,139,N,N,Y,Y,DISMISSED,P3,N,0,N,aurora-1.1,anomaly detected,50.31,64.48,47.59,46.39,48.01,59.9,58.05,59.24,30.56,50.9,28.29,28.06,20.84,25.86,25.78,24.95,25.06,30.26,32.27,31.87,29.22,23.16,18.9,16.28,20.65,23.31,22.94,28.18,29.33,24.22,84.7,92.13,95.83,100,100,77.98,100,100,100,92.56,31.77,44.25,37.37,22.24,44.25,39.1,16.85,15.81,35.88,22.07,52.86,20.16,16.55,8.64,0.07,57.69,26.38,46.38,18.13,10.84
EVT-0008735,2024-08-25 05:30:05,FR,EU-WEST,Paris,FR-307,48.48093,2.26438,AG-5396,SENIOR,CONFIDENTIAL,T-019,OP-2025-008735,PHOENIX-644,INSIDER_TRADING,Education,10,CRITICAL,OSINT,CYBINT,83,50,58,48,45,269937,2965,85,N,Y,Y,N,CONFIRMED,P1,N,1,N,aurora-2.0,anomaly detected,36.54,41.35,49.08,58.0,38.77,49.18,38.65,51.49,58.6,57.41,31.43,25.74,21.95,22.98,26.02,19.67,29.41,28.68,26.45,29.51,26.64,29.33,35.62,25.6,31.95,25.27,27.38,26.5,39.49,37.48,100,100,100,100,100,100,100,100,100,100,31.33,51.26,35.7,7.64,0,40.55,23.83,19.32,25.53,52.18,39.88,30.23,37.8,15.73,3.04,10.03,39.92,50.76,31.74,44.43
EVT-0008736,2024-12-25 14:21:31,CZ,EU-CENTRAL,Prague,CZ-745,49.68483,14.1961,AG-3125,HQ,SECRET,T-038,OP-2025-008736,AURORA-464,CYBER_INTRUSION,Government,6,HIGH,FININT,HUMINT,92,67,57,85,53,334863,4333,98,Y,N,Y,N,IN_REVIEW,P2,N,2,N,aurora-1.2,cross-border activity detected,52.66,92.73,59.21,66.1,63.03,67.57,82.23,56.99,63.66,78.8,31.63,36.81,35.19,34.6,27.7,37.87,34.53,33.14,30.62,35.16,39.5,53.31,56.88,42.14,24.99,40.68,51.28,40.03,36.73,35.03,100,100,100,100,100,100,100,100,100,100,52.46,0,15.65,28.27,50.58,0,52.06,53.57,32.1,38.75,73.69,6.36,57.13,30.17,12.84,9.51,56.13,10.29,36.16,0
EVT-0008737,2024-11-26 09:52:04,FR,EU-WEST,Paris,FR-641,48.26488,2.45001,AG-6052,SENIOR,CONFIDENTIAL,T-006,OP-2025-008737,MIRAGE-807,ESPIONAGE,Education,4,CRITICAL,SIGINT,OSINT,79,89,89,100,75,442003,4862,185,Y,Y,Y,N,CONFIRMED,P1,Y,1,N,aurora-1.1,anomaly detected,90.45,89.38,91.03,100,100,83.23,66.79,100,100,90.53,46.94,37.24,38.55,45.07,46.26,33.94,43.16,43.79,31.83,40.23,53.33,48.95,53.06,49.37,49.33,49.24,55.01,56.68,53.75,45.41,100,98.84,100,100,100,100,97.65,100,100,100,31.72,74.08,58.11,51.31,29.74,22.67,46.56,0,31.45,65.87,43.77,55.05,57.7,33.38,33.71,53.11,13.49,23.16,0,17.8
EVT-0008738,2024-04-08 14:02:23,BR,LATAM,Sao Paulo,BR-212,-22.55431,-47.35287,AG-6014,FIELD,SECRET,T-017,OP-2025-008738,DEEPBLUE-527,MONEY_LAUNDERING,Logistics,7,LOW,SIGINT,OSINT,54,27,35,24,23,145837,796,60,N,N,N,Y,DISMISSED,P3,N,0,Y,aurora-1.1,manual verification pending,42.74,22.13,12.93,21.96,26.39,31.48,29.47,18.49,55.29,26.14,22.57,10.32,12.83,9.02,23.18,24.44,5.08,15.35,19.52,12.28,5.1,8.15,2.69,6.62,9.07,6.6,9.04,8.41,9.04,6.92,82.17,100,100,98.57,86.54,100,100,100,92.46,99.42,7.24,53.73,16.24,0.84,38.15,11.84,19.09,14.43,22.6,33.13,32.22,0,61.59,0,31.05,30.69,10.53,0,17.85,0
EVT-0008739,2024-07-08 21:03:56,US,US-EAST,New York,US-561,39.72156,-75.11731,AG-1959,HQ,TOP_SECRET,T-013,OP-2025-008739,MIRAGE-932,MONEY_LAUNDERING,Energy,7,HIGH,SIGINT,CYBINT,49,80,51,97,87,404027,3689,132,Y,N,N,Y,CLOSED,P2,Y,1,N,aurora-1.2,possible duplicate event,66.24,82.31,85.33,93.02,81.43,70.66,78.57,81.32,76.49,87.02,43.63,35.82,40.1,29.48,42.57,46.7,37.17,37.3,50.31,50.33,38.76,40.7,36.17,36.66,35.45,35.85,28.96,40.53,38.18,31.31,100,100,100,100,100,100,100,100,100,100,44.21,46.99,43.41,26.12,60.14,32.96,81.24,41.36,79.56,27.89,48.63,74.17,31.3,36.34,52.73,39.57,76.72,27.38,53.04,42.69
EVT-0008740,2024-11-12 22:45:06,DE,EU-CENTRAL,Berlin,DE-881,52.03007,12.62318,AG-2520,FIELD,TOP_SECRET,T-007,OP-2025-008740,NIGHTFALL-702,CYBER_INTRUSION,Education,8,MEDIUM,HUMINT,OSINT,29,64,65,75,47,334071,2906,134,Y,Y,N,N,NEW,P2,Y,1,N,aurora-1.1,incomplete metadata,72.3,64.84,62.14,69.82,61.82,68.78,68.1,51.62,63.92,63.19,35.83,46.93,31.85,33.85,40.79,35.1,22.29,40.4,31.27,32.44,30.69,31.13,30.86,27.8,22.0,33.18,32.93,29.44,32.56,34.24,100,100,100,97.15,95.48,99.82,100,100,100,100,29.99,20.02,31.81,34.81,12.0,36.7,30.63,14.19,47.24,37.22,33.75,31.97,34.33,3.8,9.91,20.3,41.17,15.67,23.63,8.76
